Destination Airport State,ID,Origin Airport,Origin Airport State,Route Cost,Destination Airport,Main Cabin Price,Departing Date,Departing Time,Duration,Distance,Destination Code,Arrival Date,Origin Code,Arrival Time,Total Seats,Origin Airport City,Origin Airport Country,Origin Airport Fee,Origin Airport Lounge,Destination Airport City,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Type,Surcharge,Food Served,Main Cabin Seats,Business Class Price,Miner Points,First Class Seats,Time Zone Difference,Business Class Seats,Flight Number,First Class Price
Honshu,3475,El Paso International Airport,Texas,75881,Tokyo Haneda Airport,882,5/4/2023,12:05 PM,725,5322,HND,5/5/2023,ELP,4:10 PM,140,El Paso,United States,3.5,FALSE,Tokyo,Japan,6,TRUE,International,14,TRUE,88,5541,15966,9,16,43,2313475,8752
Honshu,3595,El Paso International Airport,Texas,75881,Tokyo Haneda Airport,1011,5/5/2023,12:05 PM,725,5322,HND,5/6/2023,ELP,4:10 PM,157,El Paso,United States,3.5,FALSE,Tokyo,Japan,6,TRUE,International,14,TRUE,95,3645,15966,15,16,47,2343595,9775
Texas,32,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,457,4/6/2023,3:00 PM,181,1280,ELP,4/6/2023,ATL,4:01 PM,147,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,86,900,2560,10,-2,51,23532,3334
Texas,152,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,289,4/7/2023,3:00 PM,181,1280,ELP,4/7/2023,ATL,4:01 PM,166,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,97,830,2560,13,-2,56,238152,2246
Texas,272,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,127,4/8/2023,3:00 PM,181,1280,ELP,4/8/2023,ATL,4:01 PM,168,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,104,1039,2560,12,-2,52,232272,3368
Texas,392,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,170,4/9/2023,3:00 PM,181,1280,ELP,4/9/2023,ATL,4:01 PM,162,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,104,1021,2560,14,-2,44,235392,1976
Texas,512,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,186,4/10/2023,3:00 PM,181,1280,ELP,4/10/2023,ATL,4:01 PM,136,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,88,625,2560,8,-2,40,238512,1513
Texas,632,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,259,4/11/2023,3:00 PM,181,1280,ELP,4/11/2023,ATL,4:01 PM,159,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,104,859,2560,13,-2,42,232632,3202
Texas,752,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,354,4/12/2023,3:00 PM,181,1280,ELP,4/12/2023,ATL,4:01 PM,160,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,91,1097,2560,10,-2,59,235752,2320
Texas,872,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,357,4/13/2023,3:00 PM,181,1280,ELP,4/13/2023,ATL,4:01 PM,154,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,90,997,2560,15,-2,49,238872,1789
Texas,992,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,171,4/14/2023,3:00 PM,181,1280,ELP,4/14/2023,ATL,4:01 PM,160,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,87,640,2560,13,-2,60,232992,2874
Texas,1112,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,266,4/15/2023,3:00 PM,181,1280,ELP,4/15/2023,ATL,4:01 PM,154,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,94,624,2560,11,-2,49,2351112,2361
Texas,1232,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,378,4/16/2023,3:00 PM,181,1280,ELP,4/16/2023,ATL,4:01 PM,156,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,87,921,2560,9,-2,60,2381232,2473
Texas,1352,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,186,4/17/2023,3:00 PM,181,1280,ELP,4/17/2023,ATL,4:01 PM,173,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,103,1172,2560,14,-2,56,2321352,2049
Texas,1472,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,219,4/18/2023,3:00 PM,181,1280,ELP,4/18/2023,ATL,4:01 PM,171,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,102,1094,2560,15,-2,54,2351472,3181
Texas,1592,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,215,4/19/2023,3:00 PM,181,1280,ELP,4/19/2023,ATL,4:01 PM,151,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,94,982,2560,15,-2,42,2381592,1262
Texas,1712,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,339,4/20/2023,3:00 PM,181,1280,ELP,4/20/2023,ATL,4:01 PM,164,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,102,987,2560,15,-2,47,2321712,2527
Texas,1832,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,281,4/21/2023,3:00 PM,181,1280,ELP,4/21/2023,ATL,4:01 PM,176,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,98,976,2560,15,-2,63,2351832,2878
Texas,1952,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,279,4/22/2023,3:00 PM,181,1280,ELP,4/22/2023,ATL,4:01 PM,136,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,85,989,2560,10,-2,41,2381952,3364
Texas,2072,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,331,4/23/2023,3:00 PM,181,1280,ELP,4/23/2023,ATL,4:01 PM,166,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,103,1013,2560,10,-2,53,2322072,1534
Texas,2192,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,342,4/24/2023,3:00 PM,181,1280,ELP,4/24/2023,ATL,4:01 PM,137,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,85,820,2560,8,-2,44,2352192,2546
Texas,2312,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,445,4/25/2023,3:00 PM,181,1280,ELP,4/25/2023,ATL,4:01 PM,149,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,86,1068,2560,15,-2,48,2382312,3319
Texas,2432,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,310,4/26/2023,3:00 PM,181,1280,ELP,4/26/2023,ATL,4:01 PM,171,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,99,1030,2560,10,-2,62,2322432,1552
Texas,2552,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,328,4/27/2023,3:00 PM,181,1280,ELP,4/27/2023,ATL,4:01 PM,155,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,91,772,2560,12,-2,52,2352552,2355
Texas,2672,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,475,4/28/2023,3:00 PM,181,1280,ELP,4/28/2023,ATL,4:01 PM,174,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,104,883,2560,11,-2,59,2382672,1936
Texas,2792,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,486,4/29/2023,3:00 PM,181,1280,ELP,4/29/2023,ATL,4:01 PM,152,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,93,1090,2560,10,-2,49,2322792,1257
Texas,2912,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,529,4/30/2023,3:00 PM,181,1280,ELP,4/30/2023,ATL,4:01 PM,158,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,85,588,2560,10,-2,63,2352912,3468
Texas,3032,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,424,5/1/2023,3:00 PM,181,1280,ELP,5/1/2023,ATL,4:01 PM,162,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,97,755,2560,15,-2,50,2383032,3214
Texas,3152,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,285,5/2/2023,3:00 PM,181,1280,ELP,5/2/2023,ATL,4:01 PM,173,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,102,633,2560,11,-2,60,2323152,2221
Texas,3272,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,538,5/3/2023,3:00 PM,181,1280,ELP,5/3/2023,ATL,4:01 PM,137,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,86,661,2560,9,-2,42,2353272,2740
Texas,3392,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,333,5/4/2023,3:00 PM,181,1280,ELP,5/4/2023,ATL,4:01 PM,180,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,101,1097,2560,15,-2,64,2383392,3254
Texas,3512,Hartsfield-Jackson Atlanta International Airport,Georgia,10990,El Paso International Airport,123,5/5/2023,3:00 PM,181,1280,ELP,5/5/2023,ATL,4:01 PM,177,Atlanta,United States,4.5,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,104,593,2560,9,-2,64,2323512,2956
Illinois,19,El Paso International Airport,Texas,10706,Chicago International Airport,513,4/6/2023,12:05 PM,176,1235,ORD,4/6/2023,ELP,4:01 PM,148,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,85,1127,2470,12,1,51,23119,1535
Illinois,139,El Paso International Airport,Texas,10706,Chicago International Airport,445,4/7/2023,12:05 PM,176,1235,ORD,4/7/2023,ELP,4:01 PM,157,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,87,751,2470,12,1,58,234139,1730
Illinois,259,El Paso International Airport,Texas,10706,Chicago International Airport,144,4/8/2023,12:05 PM,176,1235,ORD,4/8/2023,ELP,4:01 PM,177,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,101,1138,2470,12,1,64,237259,1295
Illinois,379,El Paso International Airport,Texas,10706,Chicago International Airport,549,4/9/2023,12:05 PM,176,1235,ORD,4/9/2023,ELP,4:01 PM,153,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,92,837,2470,10,1,51,231379,3095
Illinois,499,El Paso International Airport,Texas,10706,Chicago International Airport,173,4/10/2023,12:05 PM,176,1235,ORD,4/10/2023,ELP,4:01 PM,141,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,88,942,2470,8,1,45,234499,2383
Illinois,619,El Paso International Airport,Texas,10706,Chicago International Airport,227,4/11/2023,12:05 PM,176,1235,ORD,4/11/2023,ELP,4:01 PM,162,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,95,861,2470,9,1,58,237619,1447
Illinois,739,El Paso International Airport,Texas,10706,Chicago International Airport,364,4/12/2023,12:05 PM,176,1235,ORD,4/12/2023,ELP,4:01 PM,176,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,103,767,2470,10,1,63,231739,1914
Illinois,859,El Paso International Airport,Texas,10706,Chicago International Airport,167,4/13/2023,12:05 PM,176,1235,ORD,4/13/2023,ELP,4:01 PM,151,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,91,1055,2470,14,1,46,234859,2176
Illinois,979,El Paso International Airport,Texas,10706,Chicago International Airport,477,4/14/2023,12:05 PM,176,1235,ORD,4/14/2023,ELP,4:01 PM,159,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,85,1011,2470,13,1,61,237979,2840
Illinois,1099,El Paso International Airport,Texas,10706,Chicago International Airport,369,4/15/2023,12:05 PM,176,1235,ORD,4/15/2023,ELP,4:01 PM,154,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,100,1155,2470,9,1,45,2311099,3052
Illinois,1219,El Paso International Airport,Texas,10706,Chicago International Airport,202,4/16/2023,12:05 PM,176,1235,ORD,4/16/2023,ELP,4:01 PM,152,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,89,747,2470,13,1,50,2341219,2598
Illinois,1339,El Paso International Airport,Texas,10706,Chicago International Airport,205,4/17/2023,12:05 PM,176,1235,ORD,4/17/2023,ELP,4:01 PM,166,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,96,1107,2470,13,1,57,2371339,3061
Illinois,1459,El Paso International Airport,Texas,10706,Chicago International Airport,168,4/18/2023,12:05 PM,176,1235,ORD,4/18/2023,ELP,4:01 PM,157,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,94,1121,2470,9,1,54,2311459,1989
Illinois,1579,El Paso International Airport,Texas,10706,Chicago International Airport,543,4/19/2023,12:05 PM,176,1235,ORD,4/19/2023,ELP,4:01 PM,161,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,96,942,2470,13,1,52,2341579,2865
Illinois,1699,El Paso International Airport,Texas,10706,Chicago International Airport,429,4/20/2023,12:05 PM,176,1235,ORD,4/20/2023,ELP,4:01 PM,156,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,88,758,2470,8,1,60,2371699,3460
Illinois,1819,El Paso International Airport,Texas,10706,Chicago International Airport,351,4/21/2023,12:05 PM,176,1235,ORD,4/21/2023,ELP,4:01 PM,161,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,86,1045,2470,13,1,62,2311819,1733
Illinois,1939,El Paso International Airport,Texas,10706,Chicago International Airport,257,4/22/2023,12:05 PM,176,1235,ORD,4/22/2023,ELP,4:01 PM,156,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,103,846,2470,11,1,42,2341939,1442
Illinois,2059,El Paso International Airport,Texas,10706,Chicago International Airport,245,4/23/2023,12:05 PM,176,1235,ORD,4/23/2023,ELP,4:01 PM,162,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,100,597,2470,9,1,53,2372059,3478
Illinois,2179,El Paso International Airport,Texas,10706,Chicago International Airport,425,4/24/2023,12:05 PM,176,1235,ORD,4/24/2023,ELP,4:01 PM,149,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,90,834,2470,14,1,45,2312179,1491
Illinois,2299,El Paso International Airport,Texas,10706,Chicago International Airport,384,4/25/2023,12:05 PM,176,1235,ORD,4/25/2023,ELP,4:01 PM,159,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,88,931,2470,8,1,63,2342299,2516
Illinois,2419,El Paso International Airport,Texas,10706,Chicago International Airport,200,4/26/2023,12:05 PM,176,1235,ORD,4/26/2023,ELP,4:01 PM,175,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,96,959,2470,15,1,64,2372419,1567
Illinois,2539,El Paso International Airport,Texas,10706,Chicago International Airport,182,4/27/2023,12:05 PM,176,1235,ORD,4/27/2023,ELP,4:01 PM,140,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,89,730,2470,8,1,43,2312539,1337
Illinois,2659,El Paso International Airport,Texas,10706,Chicago International Airport,408,4/28/2023,12:05 PM,176,1235,ORD,4/28/2023,ELP,4:01 PM,166,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,94,665,2470,10,1,62,2342659,2114
Illinois,2779,El Paso International Airport,Texas,10706,Chicago International Airport,121,4/29/2023,12:05 PM,176,1235,ORD,4/29/2023,ELP,4:01 PM,138,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,85,1140,2470,9,1,44,2372779,1458
Illinois,2899,El Paso International Airport,Texas,10706,Chicago International Airport,165,4/30/2023,12:05 PM,176,1235,ORD,4/30/2023,ELP,4:01 PM,171,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,94,978,2470,13,1,64,2312899,3391
Illinois,3019,El Paso International Airport,Texas,10706,Chicago International Airport,153,5/1/2023,12:05 PM,176,1235,ORD,5/1/2023,ELP,4:01 PM,166,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,98,1135,2470,12,1,56,2343019,2592
Illinois,3139,El Paso International Airport,Texas,10706,Chicago International Airport,323,5/2/2023,12:05 PM,176,1235,ORD,5/2/2023,ELP,4:01 PM,170,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,104,578,2470,13,1,53,2373139,2578
Illinois,3259,El Paso International Airport,Texas,10706,Chicago International Airport,297,5/3/2023,12:05 PM,176,1235,ORD,5/3/2023,ELP,4:01 PM,147,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,86,820,2470,13,1,48,2313259,2679
Illinois,3379,El Paso International Airport,Texas,10706,Chicago International Airport,305,5/4/2023,12:05 PM,176,1235,ORD,5/4/2023,ELP,4:01 PM,164,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,100,857,2470,9,1,55,2343379,1346
Illinois,3499,El Paso International Airport,Texas,10706,Chicago International Airport,246,5/5/2023,12:05 PM,176,1235,ORD,5/5/2023,ELP,4:01 PM,161,El Paso,United States,3.5,FALSE,Chicago,United States,4.5,TRUE,Domestic,0,FALSE,104,983,2470,10,1,47,2373499,2382
Florida,78,Los Angeles International Airport,California,71901,Orlando International Airport,211,4/6/2023,8:20 AM,281,1927,ORL,4/6/2023,LAX,4:01 PM,160,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,1011,3854,9,3,54,23678,2137
Florida,198,Los Angeles International Airport,California,71901,Orlando International Airport,207,4/7/2023,8:20 AM,281,1927,ORL,4/7/2023,LAX,4:01 PM,167,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,94,891,3854,13,3,60,230198,2446
Florida,318,Los Angeles International Airport,California,71901,Orlando International Airport,357,4/8/2023,8:20 AM,281,1927,ORL,4/8/2023,LAX,4:01 PM,162,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,101,587,3854,15,3,46,233318,2628
Florida,438,Los Angeles International Airport,California,71901,Orlando International Airport,218,4/9/2023,8:20 AM,281,1927,ORL,4/9/2023,LAX,4:01 PM,159,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,99,907,3854,8,3,52,236438,3109
Florida,558,Los Angeles International Airport,California,71901,Orlando International Airport,450,4/10/2023,8:20 AM,281,1927,ORL,4/10/2023,LAX,4:01 PM,158,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,91,734,3854,13,3,54,230558,3250
Florida,678,Los Angeles International Airport,California,71901,Orlando International Airport,418,4/11/2023,8:20 AM,281,1927,ORL,4/11/2023,LAX,4:01 PM,167,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,828,3854,15,3,55,233678,2869
Florida,798,Los Angeles International Airport,California,71901,Orlando International Airport,279,4/12/2023,8:20 AM,281,1927,ORL,4/12/2023,LAX,4:01 PM,157,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,96,1080,3854,14,3,47,236798,3352
Florida,918,Los Angeles International Airport,California,71901,Orlando International Airport,293,4/13/2023,8:20 AM,281,1927,ORL,4/13/2023,LAX,4:01 PM,154,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,686,3854,15,3,42,230918,1593
Florida,1038,Los Angeles International Airport,California,71901,Orlando International Airport,199,4/14/2023,8:20 AM,281,1927,ORL,4/14/2023,LAX,4:01 PM,170,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,101,1041,3854,11,3,58,2331038,1705
Florida,1158,Los Angeles International Airport,California,71901,Orlando International Airport,277,4/15/2023,8:20 AM,281,1927,ORL,4/15/2023,LAX,4:01 PM,141,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,91,778,3854,8,3,42,2361158,1372
Florida,1278,Los Angeles International Airport,California,71901,Orlando International Airport,500,4/16/2023,8:20 AM,281,1927,ORL,4/16/2023,LAX,4:01 PM,162,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,88,573,3854,15,3,59,2301278,2872
Florida,1398,Los Angeles International Airport,California,71901,Orlando International Airport,453,4/17/2023,8:20 AM,281,1927,ORL,4/17/2023,LAX,4:01 PM,166,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,1134,3854,14,3,55,2331398,3356
Florida,1518,Los Angeles International Airport,California,71901,Orlando International Airport,283,4/18/2023,8:20 AM,281,1927,ORL,4/18/2023,LAX,4:01 PM,166,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,98,604,3854,9,3,59,2361518,1285
Florida,1638,Los Angeles International Airport,California,71901,Orlando International Airport,298,4/19/2023,8:20 AM,281,1927,ORL,4/19/2023,LAX,4:01 PM,169,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,103,935,3854,9,3,57,2301638,2078
Florida,1758,Los Angeles International Airport,California,71901,Orlando International Airport,420,4/20/2023,8:20 AM,281,1927,ORL,4/20/2023,LAX,4:01 PM,180,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,102,856,3854,15,3,63,2331758,3101
Florida,1878,Los Angeles International Airport,California,71901,Orlando International Airport,219,4/21/2023,8:20 AM,281,1927,ORL,4/21/2023,LAX,4:01 PM,146,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,90,1106,3854,14,3,42,2361878,1881
Florida,1998,Los Angeles International Airport,California,71901,Orlando International Airport,272,4/22/2023,8:20 AM,281,1927,ORL,4/22/2023,LAX,4:01 PM,153,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,94,968,3854,8,3,51,2301998,1856
Florida,2118,Los Angeles International Airport,California,71901,Orlando International Airport,277,4/23/2023,8:20 AM,281,1927,ORL,4/23/2023,LAX,4:01 PM,157,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,88,736,3854,15,3,54,2332118,2282
Florida,2238,Los Angeles International Airport,California,71901,Orlando International Airport,341,4/24/2023,8:20 AM,281,1927,ORL,4/24/2023,LAX,4:01 PM,163,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,102,621,3854,8,3,53,2362238,3029
Florida,2358,Los Angeles International Airport,California,71901,Orlando International Airport,296,4/25/2023,8:20 AM,281,1927,ORL,4/25/2023,LAX,4:01 PM,149,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,86,1193,3854,10,3,53,2302358,1462
Florida,2478,Los Angeles International Airport,California,71901,Orlando International Airport,547,4/26/2023,8:20 AM,281,1927,ORL,4/26/2023,LAX,4:01 PM,149,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,95,670,3854,9,3,45,2332478,2712
Florida,2598,Los Angeles International Airport,California,71901,Orlando International Airport,141,4/27/2023,8:20 AM,281,1927,ORL,4/27/2023,LAX,4:01 PM,150,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,87,684,3854,10,3,53,2362598,2494
Florida,2718,Los Angeles International Airport,California,71901,Orlando International Airport,147,4/28/2023,8:20 AM,281,1927,ORL,4/28/2023,LAX,4:01 PM,171,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,100,675,3854,14,3,57,2302718,2944
Florida,2838,Los Angeles International Airport,California,71901,Orlando International Airport,276,4/29/2023,8:20 AM,281,1927,ORL,4/29/2023,LAX,4:01 PM,172,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,104,749,3854,9,3,59,2332838,3499
Florida,2958,Los Angeles International Airport,California,71901,Orlando International Airport,415,4/30/2023,8:20 AM,281,1927,ORL,4/30/2023,LAX,4:01 PM,162,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,98,890,3854,9,3,55,2362958,2670
Florida,3078,Los Angeles International Airport,California,71901,Orlando International Airport,420,5/1/2023,8:20 AM,281,1927,ORL,5/1/2023,LAX,4:01 PM,159,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,88,588,3854,13,3,58,2303078,3399
Florida,3198,Los Angeles International Airport,California,71901,Orlando International Airport,151,5/2/2023,8:20 AM,281,1927,ORL,5/2/2023,LAX,4:01 PM,166,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,104,704,3854,13,3,49,2333198,2960
Florida,3318,Los Angeles International Airport,California,71901,Orlando International Airport,524,5/3/2023,8:20 AM,281,1927,ORL,5/3/2023,LAX,4:01 PM,160,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,86,1199,3854,12,3,62,2363318,1822
Florida,3438,Los Angeles International Airport,California,71901,Orlando International Airport,442,5/4/2023,8:20 AM,281,1927,ORL,5/4/2023,LAX,4:01 PM,155,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,95,745,3854,10,3,50,2303438,1932
Florida,3558,Los Angeles International Airport,California,71901,Orlando International Airport,438,5/5/2023,8:20 AM,281,1927,ORL,5/5/2023,LAX,4:01 PM,156,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,101,1187,3854,13,3,42,2333558,3252
California,12,El Paso International Airport,Texas,14000,Los Angeles International Airport,392,4/6/2023,3:00 PM,113,714,LAX,4/6/2023,ELP,3:53 PM,168,El Paso,United States,3.5,FALSE,Los Angeles,United States,4,TRUE,Domestic,0,FALSE,94,576,1428,11,-1,63,23312,1539
